_id_,timeTaken,nps,County,State,Full Part Time,Gender,Ethnic Group Description,Date of Birth,age,age_group,Payment Frequency,Contract Type,concat,Prediction,recommendation
58e3b4f0a4f5930100cea79e,1172225,8,Randolph,NC,Full Time,Female,White,4/02/1994,24,1,Monthly,Permanent,Randolph_NC,78,1
58e355f1d7aff30100ae181b,902030,8,Middlesex,NJ,Full Time,Female,White,7/05/1995,23,1,Monthly,Fixed Term,Middlesex_NJ,90,1
58e6254aa4f5930100cea7dc,1085201,8,Warren,NJ,Full Time,Female,White,19/10/1992,26,1,Monthly,Permanent,Warren_NJ,65,1
58e364d5a4f5930100cea77c,1169947,8,Warren,NY,Full Time,Female,White,3/08/1991,27,1,Monthly,Fixed Term,Warren_NY,98,1
58e39349d7aff30100ae1839,1016877,8,Nassau,NY,Full Time,Male,White,12/10/1977,41,2,Monthly,Fixed Term,Nassau_NY,93,1
58e3d0c0a4f5930100cea7a8,1195094,8,Suffolk,NY,Full Time,Female,White,31/07/1978,40,2,Monthly,Fixed Term,Suffolk_NY,74,1
58e40164a4f5930100cea7b1,1332831,8,Cayuga,NY,Full Time,Female,White,13/08/1996,22,1,Monthly,Fixed Term,Cayuga_NY,72,1
58e38732a4f5930100cea78c,3963192,8,Putnam,OH,Full Time,Female,White,7/10/1966,52,2,Monthly,Fixed Term,Putnam_OH,89,1
58e3917aa4f5930100cea790,1499717,8,Scioto,OH,Full Time,Male,White,15/07/1957,61,2,Monthly,Fixed Term,Scioto_OH,69,1
58e291d0a4f5930100cea749,1089725,8,Erie,PA,Full Time,Female,White,3/02/1985,33,2,Monthly,Fixed Term,Erie_PA,100,1
58e34e2cd7aff30100ae1818,1117908,8,Beaver,PA,Full Time,Female,White,22/12/1989,29,1,Monthly,Fixed Term,Beaver_PA,31,0
58e3afbba4f5930100cea79b,1130025,8,Delaware,PA,Full Time,Female,White,20/08/1990,28,1,Monthly,Fixed Term,Delaware_PA,100,1
58e4165fd7aff30100ae1862,1333284,8,Carbon,PA,Full Time,Female,White,7/03/1975,43,2,Monthly,Fixed Term,Carbon_PA,46,0
58e63a95d7aff30100ae188b,1719507,8,Hale,TX,Full Time,Female,White,17/03/1988,30,1,Monthly,Fixed Term,Hale_TX,20,0
58e76f34d7aff30100ae18a3,2055397,8,Tooele,UT,Full Time,Male,White,4/01/1984,34,2,Monthly,Permanent,Tooele_UT,25,0
58e2af5cd7aff30100ae17fb,1326500,8,Albemarle,VA,Full Time,Male,White,4/01/1979,39,2,Monthly,Permanent,Albemarle_VA,65,1
58e6267da4f5930100cea7dd,1132166,8,Jefferson,WA,Full Time,Female,White,27/07/1989,29,1,Monthly,Permanent,Jefferson_WA,33,0
58e63e4fd7aff30100ae188d,1044507,8,Jefferson,WA,Full Time,Male,White,24/09/1981,37,2,Monthly,Permanent,Jefferson_WA,33,0
58e3b8c9a4f5930100cea79f,2263923,8,Sheboygan,WI,Part Time,Female,Not Divulged,22/04/1996,22,1,Monthly,Permanent,Sheboygan_WI,64,1
58e29498d7aff30100ae17e8,991601,8,Pocahontas,WV,Full Time,Male,White,1/04/1987,31,2,Monthly,Permanent,Pocahontas_WV,71,1
58e36108a4f5930100cea77b,3461178,9,Sussex,DE,Part Time,Male,Not Divulged,27/01/1994,24,1,Monthly,Permanent,Sussex_DE,99,1
58e78c2ea4f5930100cea7fe,1333199,9,Jackson,FL,Full Time,Female,Not Divulged,27/11/1983,35,2,Monthly,Permanent,Jackson_FL,8,0
58e35e83a4f5930100cea77a,1201097,9,Telfair,GA,Part Time,Female,Not Divulged,12/12/1985,33,2,Monthly,Permanent,Telfair_GA,10,0
58e29374a4f5930100cea74b,1004553,9,Winnebago,IL,Part Time,Male,Not Divulged,16/11/1989,29,1,Monthly,Permanent,Winnebago_IL,81,1
58e2c291d7aff30100ae180a,1574280,9,Saginaw,MI,Part Time,Male,Not Divulged,4/08/1992,26,1,Monthly,Permanent,Saginaw_MI,8,0
58e3af58d7aff30100ae1846,2297553,9,Ottawa,MI,Full Time,Female,Not Divulged,25/01/1987,31,2,Monthly,Permanent,Ottawa_MI,30,0
58e63ac3a4f5930100cea7e1,1620890,9,Wayne,MI,Full Time,Male,Not Divulged,7/08/1994,24,1,Monthly,Permanent,Wayne_MI,70,1
58e2b7bfd7aff30100ae1805,1336933,9,Chenango,NY,Full Time,Female,Not Divulged,14/07/1995,23,1,Monthly,Permanent,Chenango_NY,87,1
58e4f6e0a4f5930100cea7c7,938512,9,Indiana,PA,Part Time,Male,Not Divulged,11/07/1992,26,1,Monthly,Permanent,Indiana_PA,15,0
58e7753ad7aff30100ae18a4,1632223,9,Clearfield,PA,Full Time,Male,Not Divulged,7/08/1987,31,2,Monthly,Permanent,Clearfield_PA,12,0
58e4cbddd7aff30100ae1867,2245989,9,Henrico,VA,Full Time,Male,White,20/09/1986,32,2,Monthly,Fixed Term,Henrico_VA,42,0
58e2b09ba4f5930100cea75e,917807,10,Covington,AL,Full Time,Female,White,17/07/1991,27,1,Monthly,Permanent,Covington_AL,3,0
58e4006ad7aff30100ae185d,1492516,10,Chatham,GA,Part Time,Female,White,10/05/1974,44,2,Monthly,Permanent,Chatham_GA,60,1
58e415a1d7aff30100ae1861,1736679,10,Linn,IA,Full Time,Female,White,31/12/1986,32,2,Monthly,Permanent,Linn_IA,92,1
58e3a671a4f5930100cea796,800083,10,Ohio,KY,Full Time,Male,White,2/09/1969,49,2,Monthly,Permanent,Ohio_KY,87,1
58e2bc27d7aff30100ae1807,1219365,10,Iberia,LA,Full Time,Female,White,19/05/1984,34,2,Monthly,Permanent,Iberia_LA,23,0
58e37efad7aff30100ae1830,2159357,10,Yellow Medicine,MN,Full Time,Female,White,17/09/1982,36,2,Monthly,Permanent,Yellow Medicine_MN,23,0
58e631c6a4f5930100cea7df,917695,10,Duplin,NC,Full Time,Male,White,26/08/1982,36,2,Monthly,Permanent,Duplin_NC,14,0
58e2ca0bd7aff30100ae180d,1920153,10,Cape May,NJ,Full Time,Female,White,10/03/1978,40,2,Monthly,Permanent,Cape May_NJ,58,1
58e797b3d7aff30100ae18aa,1200323,10,Howard,TX,Full Time,Female,White,28/04/1991,27,1,Monthly,Permanent,Howard_TX,57,1
58e4d6ccd7aff30100ae1869,1007160,10,Whatcom,WA,Full Time,Female,White,6/04/1980,38,2,Monthly,Permanent,Whatcom_WA,30,0
58e7df1bd7aff30100ae18ba,,1,Little River,AR,Part Time,Female,American Ethnicities,2/03/1988,30,1,2-Weekly,Permanent,Little River_AR,10,0
58e7e03bd7aff30100ae18bb,,1,Broward,FL,Part Time,Male,American Ethnicities,27/09/1995,23,1,2-Weekly,Permanent,Broward_FL,53,1
58e8cfe5d7aff30100ae18c5,,1,Jefferson,NY,Part Time,Female,American Ethnicities,11/11/1996,22,1,2-Weekly,Permanent,Jefferson_NY,88,1
58e92430d7aff30100ae18d7,,1,Franklin,NY,Full Time,Female,White,12/02/1987,31,2,Monthly,Permanent,Franklin_NY,90,1
58ea0f49d7aff30100ae18db,,1,Monroe,OH,Full Time,Male,Asian or Asian British,13/03/1991,27,1,Monthly,Permanent,Monroe_OH,4,0
58ea48c3a4f5930100cea82a,,1,Montgomery,NY,Full Time,Male,White,4/12/1989,29,1,Monthly,Permanent,Montgomery_NY,52,1
58eb8d9ba4f5930100cea83d,,1,Lancaster,PA,Full Time,Female,White,4/07/1980,38,2,Monthly,Permanent,Lancaster_PA,100,1
58ef7a2fa4f5930100cea856,,1,Breckinridge,KY,Full Time,Male,White,8/01/1982,36,2,Monthly,Permanent,Breckinridge_KY,64,1
58ef8172d7aff30100ae1903,,1,Botetourt,VA,Full Time,Male,White,9/11/1983,35,2,Monthly,Permanent,Botetourt_VA,73,1
58f0fefbd7aff30100ae191b,,1,Northampton,PA,Full Time,Male,White,24/04/1987,31,2,Monthly,Permanent,Northampton_PA,18,0
58f10426d7aff30100ae191e,,1,Putnam,OH,Full Time,Male,White,7/11/1964,54,2,Monthly,Permanent,Putnam_OH,89,1
58e89fabd7aff30100ae18bf,,2,Klamath,OR,Part Time,Male,American Ethnicities,9/06/1991,27,1,2-Weekly,Permanent,Klamath_OR,87,1
58e8d1bbd7aff30100ae18c6,,2,Hancock,ME,Part Time,Female,American Ethnicities,20/07/1979,39,2,2-Weekly,Permanent,Hancock_ME,17,0
58e8e910d7aff30100ae18ca,,2,Champaign,OH,Part Time,Male,American Ethnicities,13/05/1984,34,2,2-Weekly,Permanent,Champaign_OH,40,0
58e9101dd7aff30100ae18d0,,2,Essex,VA,Full Time,Female,American Ethnicities,28/01/1991,27,1,2-Weekly,Fixed Term,Essex_VA,46,0
58e916e9d7aff30100ae18d2,,2,Hancock,MS,Full Time,Male,American Ethnicities,25/02/1982,36,2,2-Weekly,Permanent,Hancock_MS,77,1
58e92396d7aff30100ae18d5,,2,Woodbury,IA,Full Time,Male,White,28/05/1986,32,2,Monthly,Permanent,Woodbury_IA,77,1
58ea1770d7aff30100ae18dd,,2,Grant,NE,Full Time,Male,White,13/04/1995,23,1,Monthly,Permanent,Grant_NE,58,1
58ea2a7da4f5930100cea827,,2,Columbia,OR,Full Time,Female,White,16/06/1993,25,1,Monthly,Permanent,Columbia_OR,15,0
58eb7ceda4f5930100cea836,,2,Clearfield,PA,Full Time,Female,White,28/10/1986,32,2,Monthly,Permanent,Clearfield_PA,12,0
58eb81e1a4f5930100cea83a,,2,Union,OR,Full Time,Male,White,27/06/1989,29,1,Monthly,Permanent,Union_OR,37,0
58eb9d8ca4f5930100cea842,,2,Dutchess,NY,Full Time,Female,Chinese,13/02/1986,32,2,Monthly,Permanent,Dutchess_NY,17,0
58ef4f01a4f5930100cea852,,2,Dinwiddie,VA,Full Time,Male,White,20/08/1983,35,2,Monthly,Permanent,Dinwiddie_VA,62,1
58ef5c96a4f5930100cea853,,2,Marin,CA,Full Time,Male,Black or Black British,22/01/1980,38,2,Monthly,Permanent,Marin_CA,16,0
58ef8a86d7aff30100ae1906,,2,Midland,TX,Full Time,Male,White,11/06/1979,39,2,Monthly,Permanent,Midland_TX,98,1
58efb8e6d7aff30100ae190c,,2,York,NE,Full Time,Female,White,9/10/1989,29,1,Monthly,Permanent,York_NE,75,1
58efbf3ba4f5930100cea866,,2,Orange,NY,Full Time,Male,White,8/09/1978,40,2,Monthly,Permanent,Orange_NY,10,0
58f0a302d7aff30100ae1912,,2,Hancock,ME,Full Time,Female,White,8/05/1970,48,2,Monthly,Permanent,Hancock_ME,17,0
58f0cb1ed7aff30100ae1917,,2,Dona Ana,NM,Full Time,Male,White,29/12/1986,32,2,Monthly,Permanent,Dona Ana_NM,98,1
58f0d392d7aff30100ae1918,,2,Anne Arundel,MD,Full Time,Female,Chinese,7/06/1977,41,2,Monthly,Permanent,Anne Arundel_MD,71,1
58f109d4d7aff30100ae191f,,2,Bucks,PA,Full Time,Male,White,2/01/1986,32,2,Monthly,Permanent,Bucks_PA,87,1
58f23b6da4f5930100cea885,,2,Chesterfield,SC,Full Time,Male,Chinese,1/10/1982,36,2,Monthly,Permanent,Chesterfield_SC,13,0
58f24849d7aff30100ae192e,,2,Spokane,WA,Full Time,Female,White,12/09/1969,49,2,Monthly,Permanent,Spokane_WA,51,1
58e808e7d7aff30100ae18bc,,3,Harris,TX,Part Time,Male,American Ethnicities,3/11/1992,26,1,2-Weekly,Permanent,Harris_TX,65,1
58e8a942a4f5930100cea814,,3,Dallas,TX,Part Time,Female,American Ethnicities,3/07/1994,24,1,Monthly,Permanent,Dallas_TX,23,0
58e8c527a4f5930100cea816,,3,Johnson,MO,Full Time,Female,American Ethnicities,8/05/1981,37,2,2-Weekly,Permanent,Johnson_MO,6,0
58e90da9a4f5930100cea81d,,3,Putnam,NY,Part Time,Female,American Ethnicities,2/11/1988,30,1,2-Weekly,Fixed Term,Putnam_NY,11,0
58e91e56d7aff30100ae18d4,,3,Crawford,PA,Full Time,Male,American Ethnicities,1/08/1983,35,2,2-Weekly,Permanent,Crawford_PA,53,1
58ea45f3a4f5930100cea828,,3,Smith,TX,Full Time,Male,White,16/07/1975,43,2,Monthly,Permanent,Smith_TX,23,0
58eb608cd7aff30100ae18e8,,3,Mercer,PA,Full Time,Male,White,8/09/1981,37,2,Monthly,Permanent,Mercer_PA,43,0
58eb7191a4f5930100cea833,,3,Merced,CA,Full Time,Male,White,9/09/1951,67,2,Monthly,Permanent,Merced_CA,61,1
58eb7ecca4f5930100cea838,,3,Windsor,VT,Full Time,Female,White,7/02/1991,27,1,Monthly,Permanent,Windsor_VT,60,1
58eb94c1d7aff30100ae18ef,,3,Butler,PA,Full Time,Male,White,29/06/1980,38,2,Monthly,Permanent,Butler_PA,52,1
58eb9abfd7aff30100ae18f0,,3,Redwood,MN,Full Time,Male,White,24/12/1970,48,2,Monthly,Permanent,Redwood_MN,51,1
58ebac68d7aff30100ae18f4,,3,Lake,MT,Full Time,Female,White,5/11/1989,29,1,Monthly,Permanent,Lake_MT,84,1
58ebb21ad7aff30100ae18f5,,3,Beaver,PA,Full Time,Male,White,17/07/1990,28,1,Monthly,Permanent,Beaver_PA,31,0
58ebc401a4f5930100cea848,,3,Washington,ME,Full Time,Female,White,8/10/1980,38,2,Monthly,Permanent,Washington_ME,10,0
58ebd01aa4f5930100cea84b,,3,Montgomery,MD,Full Time,Male,White,11/12/1970,48,2,Monthly,Permanent,Montgomery_MD,27,0
58ebf61aa4f5930100cea84d,,3,Baraga,MI,Full Time,Male,White,1/05/1983,35,2,Monthly,Permanent,Baraga_MI,13,0
58ef4f00d7aff30100ae1900,,3,Delta,CO,Full Time,Male,White,8/01/1982,36,2,Monthly,Permanent,Delta_CO,51,1
58ef6a6ba4f5930100cea854,,3,Ulster,NY,Full Time,Female,White,12/10/1981,37,2,Monthly,Permanent,Ulster_NY,11,0
58ef8de8a4f5930100cea85c,,3,Brown,MN,Full Time,Male,White,30/10/1980,38,2,Monthly,Permanent,Brown_MN,15,0
58efc462d7aff30100ae190e,,3,Muhlenberg,KY,Full Time,Female,Chinese,20/06/1983,35,2,Monthly,Permanent,Muhlenberg_KY,60,1
58efc6bdd7aff30100ae190f,,3,Essex,MA,Full Time,Male,White,10/01/1984,34,2,Monthly,Permanent,Essex_MA,93,1
58efcba7a4f5930100cea867,,3,Westchester,NY,Full Time,Female,Chinese,16/01/1985,33,2,Monthly,Permanent,Westchester_NY,49,0
58efe1c9a4f5930100cea869,,3,Huntingdon,PA,Full Time,Male,White,24/07/1985,33,2,Monthly,Fixed Term,Huntingdon_PA,95,1
58efe57aa4f5930100cea86a,,3,Windham,VT,Full Time,Male,White,22/04/1987,31,2,Monthly,Permanent,Windham_VT,6,0
58f022ddd7aff30100ae1911,,3,Eau Claire,WI,Full Time,Male,White,15/10/1978,40,2,Monthly,Permanent,Eau Claire_WI,21,0
58f0e472a4f5930100cea875,,3,Chester,PA,Full Time,Male,Chinese,31/08/1969,49,2,Monthly,Permanent,Chester_PA,74,1
58f0fb7ca4f5930100cea878,,3,Wyoming,PA,Full Time,Male,White,6/05/1986,32,2,Monthly,Fixed Term,Wyoming_PA,29,0
58f13af2a4f5930100cea87d,,3,Madison,NE,Full Time,Male,White,2/11/1957,61,2,Monthly,Permanent,Madison_NE,38,0
58f13b4ad7aff30100ae1924,,3,Aroostook,ME,Full Time,Male,White,24/03/1991,27,1,Monthly,Fixed Term,Aroostook_ME,3,0
58f1df38a4f5930100cea87f,,3,Milam,TX,Full Time,Female,White,30/10/1978,40,2,Monthly,Fixed Term,Milam_TX,52,1
58f1f679a4f5930100cea881,,3,McKean,PA,Full Time,Female,White,4/07/1986,32,2,Monthly,Fixed Term,McKean_PA,99,1
58f233aed7aff30100ae192a,,3,Dutchess,NY,Full Time,Male,White,10/10/1982,36,2,Monthly,Permanent,Dutchess_NY,17,0
58e7dd77d7aff30100ae18b7,,4,Dawson,NE,Part Time,Male,American Ethnicities,23/05/1993,25,1,Monthly,Permanent,Dawson_NE,90,1
58e901c1d7aff30100ae18cc,,4,Williams,ND,Part Time,Male,American Ethnicities,10/07/1983,35,2,2-Weekly,Permanent,Williams_ND,80,1
58e974a9d7aff30100ae18d8,,4,Fulton,IL,Full Time,Female,White,3/07/1992,26,1,Monthly,Permanent,Fulton_IL,53,1
58ea4e7fd7aff30100ae18e0,,4,Marion,OR,Full Time,Male,White,10/02/1985,33,2,Monthly,Permanent,Marion_OR,3,0
58ea5126d7aff30100ae18e1,,4,San Bernardino,CA,Full Time,Male,White,18/10/1980,38,2,Monthly,Permanent,San Bernardino_CA,52,1
58eb78cea4f5930100cea834,,4,Lake,OH,Full Time,Male,White,13/09/1978,40,2,Monthly,Permanent,Lake_OH,35,0
58eb9027a4f5930100cea83e,,4,Kaufman,TX,Full Time,Male,White,3/09/1981,37,2,Monthly,Permanent,Kaufman_TX,6,0
58ebad5da4f5930100cea845,,4,Armstrong,PA,Full Time,Male,White,28/05/1988,30,1,Monthly,Permanent,Armstrong_PA,6,0
58ebc1c8d7aff30100ae18f6,,4,Fulton,AR,Full Time,Male,White,3/02/1963,55,2,Monthly,Permanent,Fulton_AR,4,0
58ef440fd7aff30100ae18fe,,4,Talbot,MD,Full Time,Male,White,5/09/1975,43,2,Monthly,Permanent,Talbot_MD,84,1
58ef794fa4f5930100cea855,,4,Sawyer,WI,Full Time,Male,White,5/07/1963,55,2,Monthly,Permanent,Sawyer_WI,78,1
58ef7aa0a4f5930100cea857,,4,Riverside,CA,Full Time,Male,White,4/03/1962,56,2,Monthly,Permanent,Riverside_CA,36,0
58ef8d12d7aff30100ae1909,,4,Campbell,KY,Full Time,Female,White,15/04/1985,33,2,Monthly,Permanent,Campbell_KY,30,0
58f0ab97a4f5930100cea86d,,4,Muhlenberg,KY,Full Time,Female,White,8/05/1962,56,2,Monthly,Permanent,Muhlenberg_KY,60,1
58f0ebaad7aff30100ae1919,,4,Johnson,KS,Full Time,Female,White,14/02/1989,29,1,Monthly,Permanent,Johnson_KS,51,1
58f0f01aa4f5930100cea877,,4,Somerset,PA,Full Time,Male,Chinese,27/11/1968,50,2,Monthly,Permanent,Somerset_PA,53,1
58f11577d7aff30100ae1922,,4,Bandera,TX,Full Time,Female,White,3/09/1990,28,1,Monthly,Permanent,Bandera_TX,31,0
58e7ded1d7aff30100ae18b9,,5,Grady,OK,Part Time,Male,American Ethnicities,27/01/1990,28,1,2-Weekly,Permanent,Grady_OK,3,0
58e88fb1d7aff30100ae18be,,5,Juniata,PA,Part Time,Female,American Ethnicities,19/08/1991,27,1,2-Weekly,Permanent,Juniata_PA,5,0
58e8e554d7aff30100ae18c7,,5,Erie,PA,Part Time,Female,American Ethnicities,28/11/1995,23,1,2-Weekly,Permanent,Erie_PA,100,1
58e90375a4f5930100cea81c,,5,Forsyth,GA,Part Time,Male,American Ethnicities,16/08/1994,24,1,2-Weekly,Fixed Term,Forsyth_GA,44,0
58e90c43d7aff30100ae18ce,,5,Kittitas,WA,Part Time,Male,American Ethnicities,12/06/1996,22,1,2-Weekly,Permanent,Kittitas_WA,78,1
58e90d7fd7aff30100ae18cf,,5,Wayne,PA,Part Time,Male,American Ethnicities,17/04/1982,36,2,2-Weekly,Permanent,Wayne_PA,68,1
58e91247a4f5930100cea81e,,5,Atlantic,NJ,Full Time,Female,American Ethnicities,12/06/1989,29,1,2-Weekly,Fixed Term,Atlantic_NJ,89,1
58e913edd7aff30100ae18d1,,5,Madison,KY,Full Time,Male,American Ethnicities,11/11/1981,37,2,2-Weekly,Fixed Term,Madison_KY,79,1
58e9147aa4f5930100cea81f,,5,Parker,TX,Full Time,Male,American Ethnicities,14/11/1976,42,2,2-Weekly,Permanent,Parker_TX,69,1
58ea3d1ad7aff30100ae18de,,5,Merced,CA,Full Time,Male,White,26/04/1988,30,1,Monthly,Permanent,Merced_CA,61,1
58eb5a8dd7aff30100ae18e6,,5,Currituck,NC,Full Time,Female,White,4/09/1980,38,2,Monthly,Permanent,Currituck_NC,52,1
58eb6debd7aff30100ae18e9,,5,Mineral,MT,Full Time,Male,Chinese,24/06/1983,35,2,Monthly,Permanent,Mineral_MT,36,0
58eb6e52d7aff30100ae18ea,,5,Dekalb,GA,Full Time,Male,White,14/12/1984,34,2,Monthly,Permanent,Dekalb_GA,41,0
58eb7ef0a4f5930100cea839,,5,Monroe,NY,Full Time,Female,White,18/01/1984,34,2,Monthly,Permanent,Monroe_NY,39,0
58eb9854a4f5930100cea841,,5,Lavaca,TX,Full Time,Male,Black or Black British,2/10/1965,53,2,Monthly,Permanent,Lavaca_TX,10,0
58eba328d7aff30100ae18f2,,5,Malheur,OR,Full Time,Male,White,17/09/1992,26,1,Monthly,Permanent,Malheur_OR,96,1
58ebca35a4f5930100cea84a,,5,Franklin,NY,Full Time,Female,White,16/03/1984,34,2,Monthly,Permanent,Franklin_NY,90,1
58ebca83d7aff30100ae18f7,,5,Yakima,WA,Full Time,Female,White,23/04/1965,53,2,Monthly,Permanent,Yakima_WA,78,1
58ecdd33d7aff30100ae18f9,,5,Saint Louis,MO,Part Time,Female,White,7/03/1984,34,2,Monthly,Permanent,Saint Louis_MO,58,1
58edec2ed7aff30100ae18fb,,5,Scott,VA,Full Time,Male,Chinese,31/03/1990,28,1,Monthly,Permanent,Scott_VA,51,1
58ee1941a4f5930100cea850,,5,Nassau,NY,Full Time,Female,White,16/11/1984,34,2,Monthly,Permanent,Nassau_NY,93,1
58ef54d2d7aff30100ae1902,,5,Windham,VT,Full Time,Male,White,28/10/1990,28,1,Monthly,Permanent,Windham_VT,6,0
58ef7f85a4f5930100cea858,,5,Fayette,OH,Full Time,Male,White,8/08/1987,31,2,Monthly,Permanent,Fayette_OH,66,1
58ef807da4f5930100cea859,,5,Columbia,GA,Full Time,Male,White,19/03/1988,30,1,Monthly,Permanent,Columbia_GA,82,1
58ef92d7a4f5930100cea85d,,5,Clarendon,SC,Full Time,Male,White,9/01/1986,32,2,Monthly,Permanent,Clarendon_SC,34,0
58ef9659a4f5930100cea85e,,5,Columbia,PA,Full Time,Female,White,2/09/1989,29,1,Monthly,Permanent,Columbia_PA,17,0
58efa0f8a4f5930100cea860,,5,Woodbury,IA,Full Time,Male,White,5/08/1983,35,2,Monthly,Permanent,Woodbury_IA,77,1
58efbb73a4f5930100cea865,,5,Northumberland,PA,Full Time,Male,White,9/06/1990,28,1,Monthly,Permanent,Northumberland_PA,36,0
58f0a46ad7aff30100ae1914,,5,Allamakee,IA,Full Time,Male,White,6/03/1965,53,2,Monthly,Permanent,Allamakee_IA,94,1
58f0aa62a4f5930100cea86c,,5,Yadkin,NC,Part Time,Female,White,29/01/1986,32,2,Monthly,Permanent,Yadkin_NC,56,1
58f0b6efa4f5930100cea86f,,5,Lehigh,PA,Full Time,Male,White,3/10/1972,46,2,Monthly,Permanent,Lehigh_PA,57,1
58f0c8e4a4f5930100cea871,,5,Sandusky,OH,Full Time,Female,White,20/04/1989,29,1,Monthly,Fixed Term,Sandusky_OH,16,0
58f14a04a4f5930100cea87e,,5,York,PA,Full Time,Female,White,17/05/1987,31,2,Monthly,Permanent,York_PA,44,0
58f255c9d7aff30100ae192f,,5,Lawrence,TN,Full Time,Male,White,3/06/1983,35,2,Monthly,Permanent,Lawrence_TN,75,1
58f4bb4dd7aff30100ae1934,,5,Dooly,GA,Full Time,Male,White,27/06/1966,52,2,Monthly,Permanent,Dooly_GA,10,0
58e7dfa4a4f5930100cea812,,6,Hunterdon,NJ,Part Time,Female,American Ethnicities,17/07/1995,23,1,2-Weekly,Permanent,Hunterdon_NJ,47,0
58e8a3a1d7aff30100ae18c0,,6,Kershaw,SC,Part Time,Female,American Ethnicities,1/10/1989,29,1,2-Weekly,Fixed Term,Kershaw_SC,97,1
58e8aafcd7aff30100ae18c1,,6,Burlington,NJ,Part Time,Female,American Ethnicities,29/03/1990,28,1,Monthly,Fixed Term,Burlington_NJ,98,1
58e8e892a4f5930100cea81a,,6,Monroe,NY,Part Time,Male,American Ethnicities,1/07/1985,33,2,2-Weekly,Permanent,Monroe_NY,39,0
58e90bedd7aff30100ae18cd,,6,Clinton,IL,Part Time,Male,American Ethnicities,13/11/1991,27,1,2-Weekly,Permanent,Clinton_IL,87,1
58e9fd6dd7aff30100ae18d9,,6,McHenry,IL,Full Time,Male,White,31/01/1981,37,2,Monthly,Permanent,McHenry_IL,86,1
58ea02fad7aff30100ae18da,,6,Rhea,TN,Full Time,Male,White,28/08/1992,26,1,Monthly,Permanent,Rhea_TN,57,1
58ea1231d7aff30100ae18dc,,6,Davis,UT,Full Time,Male,White,14/05/1992,26,1,Monthly,Permanent,Davis_UT,28,0
58ea4dc0a4f5930100cea82b,,6,Ellis,TX,Full Time,Male,White,1/01/1976,42,2,Monthly,Permanent,Ellis_TX,1,0
58ea58b9d7aff30100ae18e2,,6,Herkimer,NY,Full Time,Male,White,29/09/1958,60,2,Monthly,Permanent,Herkimer_NY,74,1
58ea8c58d7aff30100ae18e3,,6,Washington,PA,Full Time,Male,White,15/08/1967,51,2,Monthly,Permanent,Washington_PA,12,0
58eb3abaa4f5930100cea82f,,6,Winnebago,WI,Full Time,Male,White,18/11/1976,42,2,Monthly,Permanent,Winnebago_WI,52,1
58eb5571a4f5930100cea831,,6,Bergen,NJ,Full Time,Male,White,3/02/1986,32,2,Monthly,Permanent,Bergen_NJ,24,0
58eb7966d7aff30100ae18eb,,6,Franklin,TN,Full Time,Female,White,5/10/1982,36,2,Monthly,Permanent,Franklin_TN,84,1
58eb7a30a4f5930100cea835,,6,Washington,MD,Full Time,Male,White,23/02/1987,31,2,Monthly,Permanent,Washington_MD,41,0
58eb7a7ed7aff30100ae18ec,,6,Seminole,OK,Full Time,Male,White,19/08/1984,34,2,Monthly,Permanent,Seminole_OK,63,1
58eb87b1d7aff30100ae18ee,,6,Miami-Dade,FL,Full Time,Male,White,3/12/1976,42,2,Monthly,Permanent,Miami-Dade_FL,19,0
58eb925da4f5930100cea83f,,6,Madison,IL,Full Time,Female,White,18/08/1985,33,2,Monthly,Permanent,Madison_IL,5,0
58eba7f6a4f5930100cea844,,6,Baltimore,MD,Full Time,Male,White,31/08/1984,34,2,Monthly,Permanent,Baltimore_MD,59,1
58ebac0ed7aff30100ae18f3,,6,Pinellas,FL,Full Time,Male,White,13/06/1986,32,2,Monthly,Permanent,Pinellas_FL,56,1
58ef8682d7aff30100ae1904,,6,Ramsey,MN,Full Time,Male,White,20/07/1987,31,2,Monthly,Permanent,Ramsey_MN,96,1
58eff5c7d7aff30100ae1910,,6,Montgomery,IA,Full Time,Male,Black or Black British,23/12/1977,41,2,Monthly,Permanent,Montgomery_IA,40,0
58f0ad06a4f5930100cea86e,,6,Williamson,IL,Full Time,Female,White,6/02/1982,36,2,Monthly,Permanent,Williamson_IL,52,1
58f0bc6da4f5930100cea870,,6,Jefferson,NY,Full Time,Male,White,18/08/1992,26,1,Monthly,Permanent,Jefferson_NY,88,1
58f0c953a4f5930100cea872,,6,Wayne,PA,Full Time,Male,White,19/08/1991,27,1,Monthly,Fixed Term,Wayne_PA,68,1
58f0e672a4f5930100cea876,,6,Macoupin,IL,Full Time,Male,White,3/12/1991,27,1,Monthly,Permanent,Macoupin_IL,87,1
58f0f78fd7aff30100ae191a,,6,Marshall,WV,Full Time,Male,Chinese,2/10/1973,45,2,Monthly,Permanent,Marshall_WV,96,1
58f10276d7aff30100ae191d,,6,Jackson,NC,Full Time,Female,White,9/01/1985,33,2,Monthly,Fixed Term,Jackson_NC,31,0
58f12132a4f5930100cea87c,,6,Dekalb,GA,Full Time,Male,White,2/08/1995,23,1,Monthly,Permanent,Dekalb_GA,41,0
58f145c6d7aff30100ae1925,,6,Armstrong,PA,Full Time,Male,White,2/01/1986,32,2,Monthly,Permanent,Armstrong_PA,6,0
